DDC,Title,description
308,The Pursuit of Justice,"These essays by Robert F. Kennedy grew out of speeches, travel and his experience as Attorney General and a United States Senator. This book was published in 1964 while he was alive, unlike his other books that were not published until after his death.The office of Attorney General is in many respects the hot corner of political combat. All of the ""hard cases"" of law enforcement, public administration and governmental services eventually find their way to his desk. lt is impossible, therefore, for an Attorney General not to have taken a position on most of the basic issues of his day. And it is impossible to conceive of a time when all parties interested in the stakes of government could be pleased with a decision, or a non-decision-of the man who holds the office.As a consequence, few posts in government share such public attention as that of the Attorney General. When the holder of the office is also a member of the innermost governing circle, public attention turns to fascination. Such a situation must be blood-curdling for the incumbent because the fascination is not of the passive and pleasant sort of engagement associated with the best television programs. The Attorney General is taken every way but lightly.This volume contains twelve essays or ""position papers"" dealing with those problems with which one such Attorney General was most occupied and preoccupied during his issue-1aden three years and nine months of service. During that time the United States faced many major crises at home and abroad and, for better or worse, met them. In meeting them, the Administration broke many precedents and established a few others. In so doing it gave the American people a political orientation stronger than any witnessed since the Roosevelt One Hundred Days. These essays treat many of those issues with considerable depth and clarity of argument and opinion Characteristically, it is not possible to take this book lightly, whether the subject is wiretapping, the radical right, Berlin. price-fixing, counterinsurgency, the injustices of poverty, or the dereliction of the lawyer's duties in effecting compliance of civil rights statutes. But within the wide range of subject and opinions, formal and informal there is an unmistakable unity. Professor Lowi describes it in his Editor's Foreword: ""In all of this there is a characteristic answer that has, perhaps, come to be taken as a Kennedy family trait. This is the confounded optimism that individual will and action can in fact set the world to rights."" The volume opens with a special chapter written by Robert F. Kennedy as a review of his years of public service and a statement of personal beliefs.The closing sentences of THE PURSUIT OF JUSTICE: ... however wise our efforts may be in unconventional diplomacy and unconventional warfare, however sensible our diversity of weapons and strategy, however great our military power and determined our counteroffensive of ideas, there is yet another obstacle to our opening to the future. That is the image of the future we project by our own example. What substance can we provide for the international hopes we can kindle? ""Thus we end where we began. We must get our own house in order. We must because it is right. We must because it is might."""
308,I'm Going to Washington to Visit the President,"A child eagerly anticipates traveling to the nation's capital and touring the White House, home of the presidents."
308,Thomas Jefferson: Basic Writings,None
308,The Best Australian Essays 2000,"Literary critic Peter Craven's selection of the best essays published in Australia in 2000. Topics covered include media coverage of the s11 protests, Pauline Hanson and the media, Paul Keating's legacy, John Howard's refusal to apologise, the republic, the death of political parties, the city versus the bush, and the Harry Potter phenomenon. Includes notes on contributors. Contributors include Linda Jaivin, John Birmingham, Don Watson, Clive James, Robert Manne, Ruth Park, David Malouf and Helen Garner. Includes introductory essay by the editor and notes on the contributors. Published annually."
308,Les bagarres du Petit Nicolas,"""Qui est aussi redoutable que le pirate Barbe-Rouge? Qui fait les plus belles boules de neige d l'?ole? Qui aime bien donner des coups de poing sur le nez des copains? Qui n'aime pas trop les chouchous des mat?resses? Qui vise le mieux ?la p?anque? Qui fait des grimaces terribles? C'est le Petit Nicolas, non mais sons blague!""--Page 4 of coverA little French boy recounts the many escapades that he and his classmates indulge in as they make their way through a year at primary school."
308,Unscripted,None
308,Romdeutsch,None
308,Gamer 01 : Nouveau port (French Edition),"At her new school, all she wants is to go incognito, blend in with the decor, like Arno Dorian. Little chance that it will happen! Despite all her efforts, Laurie could not keep her tongue in her pocket and succeeded in the feat of being both adopted by the gang of geeks and put her back on the most influential clique of the school."
308,Gone Bush,Twelve of Australia's most celebrated authors each write on a part of the country that holds special meaning for them. The writing is complemented by the black and white photography of award winner Nicholas Adler.
308,La vie compliqu&eacute;e de L&eacute;a Olivier 09 : R&eacute;solutions,None
308,Les douze travaux d'Hercule,"Titre s'inse?rant dans une collection visant a? mettre a? la porte?e des enfants les plus grands re?cits de la mythologie grecque. Chaque opus de la se?rie donne ainsi a? de?couvrir les exploits d'un he?ros du monde antique. Le court roman est suivi d'un dossier de quatre pages apportant des pre?cisions e?clairantes sur les origines du mythe, sur les lieux ou? il se de?roule ainsi que sur la manie?re dont s'y rejoignent fiction et re?alite? historique. Ici: afin d'expier le moment de folie meurtrie?re qui le poussa a? occire son e?pouse et leurs trois fils, Hercule effectue une ve?ritable descente aux Enfers, surmontant en route douze e?preuves qui lui ouvrent enfin les portes de l'Olympe. Les lecteurs suivent ainsi le ce?le?bre he?ros de la mythologie gre?co-romaine dans son combat contre le lion de Ne?me?e, l'hydre de Lerne, les juments de Diome?de, la biche de Ce?rynie, le sanglier d'E?rymanthe ou encore le taureau de Cre?te. [SDM]"
308,Gamer 02 : Dans l'arène,"At school, Sarah-Jade's plague continues to rule as a tyrant, but Laurianne has a plan to put her back in her place. Only, she cannot involve her friends, because they could all have serious problems."
308,Bűn az élet...,None
308,Défense d'entrer ! 2: Histoire de peur,"Lolo, an 11-year-old boy, keeps a personal diary, detailing the events of his life at school, as well as talking about his family, summer camp, and his friends. ""Lolo, 11 ans, n'aime pas beaucoup �crire (full poche). Écrire, c'est pour les filles comme sa demi-soeur Amélie, qui parle toujours des garçons, et qui cache un journal intime sous son oreiller loooooooser !... Sauf que, quand Lolo ne peut pas jouer avec ses amis, parce qu'il est (encore) en « pénitence » dans sa chambre, il ne trouve rien d'autre à faire que de raconter sa vie injuste dans son carnet. pas un journal! Au cours de l'année scolaire, Lolo multipliera malgré lui les entrées dans ce « carnet », où seront dûment consignées les chicanes de cour d'école, les coups pendables faits à sa soeur, les exploits sportifs, et même les choses qui ne se disent pas (comme cette chaleur qui lui monte aux joues chaque fois qu'il croise Justine)."" --Publisher's website."
308,Selections from Gandhi,None
308,D&eacute;fense d&#039;entrer ! 3: Bienvenue chez les grands,None
308,Aventures sur Mesure Cluedo 01 - Monsieur Moutarde (Cluedo (1)) (French Edition),None
308,Oedipe schlac ! schlac !,None
308,The Name on the Door is Not Mine: Stories New & Selected,A striking new collection of accessible yet elegant stories from literary giant and master craftsman CK Stead.
308,"Nothing to Fear: The Selected Addresses of Franklin D. Roosevelt, 1932-1945",None
308,The Social and Economic Views of Mr. Justice Brandeis,None
308,Gamer 03: Fragmentation (French Edition),"Overnight, the life of Laurianne and her friends changed following the final of the League tournament. Their victory and the news that KPS, the famous studio behind the game, would sponsor the team put them on the spot."
308,Double défi,"Adam est inquiet lorsqu'il visite l'académie. Son frère jumeau étant plus brillant que lui, il a peur de rester dans l'ombre. Il prendra peu à peu conscience de ses moyens et découvrira bientôt qu'il a tout ce qu'il faut pour se démarquer."
308,New Impulses in Australian Poetry,None
308,Gamer 04 : Cheval de Troie,"The euphoria surrounding Laurianne's team's participation in the Mercenary League World Championship in Seoul quickly subsided. There is great pressure to reach the level of their future opponents, but because of their work and exams, members of the Noobs Guild have difficulty finding time for their training."
308,Obras completas,None
308,Beyond Indigeneity: Coca Growing and the Emergence of a New Middle Class in Bolivia,"This manuscript is a new foray into indigenous identity social mobility within Latin American social anthropology. Evo Morales' presidency in Bolivia has led to a strong publicity of coca issues and to an intensification of indigeneity discourses, which fits into the global trend of people increasingly self-identifying as indigenous. This manuscript asks about how those who cultivate the traditional coca leaves in Bolivia position themselves vis--?vis the discourses of indigeneity. It crystallizes that coca growers are highly reluctant to embrace the politics of indigeneity by rejecting the ""indigenous peoples' slot"", while at the same time they are emerging as a new middle class and break with the traditional model of social mobility in Latin America. They stay in-between ethnic categories, but also in-between social classes. By this, ethnic identification and prosperity become arranged in a new, unusual way, and make new forms of political positioning thinkable""--Provided by publisher."
308,Talking of mountains,None
308,Gamer 06 partie 1 : #Fail,"If Charlotte, Elliot, Margo and Laurianne, helped by Dolann, managed to put a stick in the wheels of the Specter by preventing the troop of hackers sabotaging the final of the World Championships of the Mercenary League, Kostas, him, refuses to confess defeated!"
308,Gamer 06 partie 2 : #Fail,"In this second installment of the sixth installment, Laurie sends a journalist the incriminating file that Gabryelle (alias Doolan) helped her to mount in order to prove the responsibility of Kostas in the harassment that their team suffered during the final of."
308,Nemecene: The Epoch of Redress,"In a toxic future flooded by dead oceans and poisonous gases, twins Keeto and Elize become the target of an otherworldly predator in their quest to save Elize from their mother's fate.The mystery surrounding their mother does more than evoke painful memories. It has been plaguing Elize's nightmares for 9 years as she shows increasing evidence of the psychological sickness for which their mother was confined, and apparently died from.Keeto, an armchair archeologist and risk-averse bookworm, fears that their oppressive and deceitful father will find out, and have the daring quick-witted Elize committed, as well. With the help of an underground merchant community, the twins, now 18, escape from their secluded highland village to Eadonberg, the infamously stunning floating coastal city protected inside an invisible biowall. Elize befriends Zafarian, a dweeby classmate with expertise in gadgetry and law-breaking, and with the most unusual hair. Keeto does not approve. A shadow of distrust follows the boys as the trio become increasingly entangled in a conspiracy and a mysterious stranger taunting them with clues.However, what lurks below the waters parallels the darkness the twins discover as they settle into their new identities: Elize, a medical student at Schrodinger University, and Keeto, an apprentice curator at the Museum of Antiquities.As tough-girl Elize's stability deteriorates, she comes to terms with her fragility. With so many people, looking for the twins, some knowing their importance, others guessing at it, still others fooled by layers of deception, and the twins having no awareness of any of it, loyalties get tested. Not even the Unification, can protect them. In fact, its own secret drive to locate the twins summons still others to the hunt -- others whose true intentions remain hidden.Will Keeto and Elize find the answers in time? Or will the questioning lead them down a dangerous path where treachery, lies, and deceit reside? Enter the Nemecene(TM) World, where the real answers are waiting for you to discover them...before they discover you.Be prepared."
308,Le mauvais coup du samedi - N° 65,Julien is anything but confident when his parents drive him back to summer camp where he is to spend the next two weeks.
308,"Je t'aime, je te hais...","Previous ISBN: 2890211479 In Marie-Francine Hebert's series on Lea, Lea loves Bruno. She is happy, but afraid. How can she believe in love when her parents are separating? The story of a girl's first love. About the Roman + series: Designed for teenagers, the Roman + series addresses themes that today's adolescents face. The series features romance, suspense, science fiction, horror and more..."
308,Managing Inequality: Northern Racial Liberalism in Interwar Detroit,None
308,Le d&eacute;mon du mardi,"Malgre? lui, mais au gre? de sa me?re qui veut en faire un sauveteur, Julien est inscrit au cours de natation. Sa re?sistance fond lorsqu'il constate que la belle Gabrielle est la?. Mardi, il se pre?cipite a? la piscine quand il la... voit. Lucie Ferland alias Lucifer, sa de?tractrice, fait partie de son groupe. C'est la catastrophe!"
308,Hot collation,"A collection of poems that form part of 'The Australian Poetry Series'. Contains a selection of the works of four established Australian poets. Most of the poems are short and free-form, representing the depth and diversity of the Australian culture. Jenny Boult, Chris Mansell, Coral Hull and Sue Moss."
308,Most j&ouml;ttem Erd&eacute;lyből--,None
308,Popular short plays for the Australian stage,"The Accidental Poke (1 man 1 woman), Family Lore (1 man 2 women), Place in the Present (3 men 2 women), The Centenarians (2 men 2 women), The Don's Last Innings (4 men 3 women)."
308,"More Peoples of Las Vegas: One City, Many Faces (Shepperson Series in Nevada History)","The remarkable economic growth of Las Vegas between 1980 and 2007 created a population boom and a major increase in the ethnic and religious diversity of the city. Today, over 21 percent of the city's population is foreign born, and over 30 percent speak a language other than English at home. The local court system offers interpreters in 82 languages, and in 2005/2006, for example, more than 11, 000 people, originating from 138 countries, were naturalized there as American citizens. More Peoples of Las Vegas extends the survey of this city's cosmopolitan population begun in The Peoples of Las Vegas (University of Nevada Press, 2005). As in the previous book, this volume includes well-established groups like the Irish and Germans, and recently arrived groups like the Ethiopians and Guatemalans. Essays describe the history of each group in Las Vegas and the roles they play in the life and economy of the city. The essays also explore the influence of modern telecommunications and accessible air travel, showing how these factors allow newcomers to create transnational identities and maintain ties with families and culture back home. They also examine the role of local institutions-including clubs, religious organizations, shops, restaurants, and newspapers and other media-in helping immigrants maintain their ethnic and religious identities and in disseminating national and even regional cultures of origin. More Peoples of Las Vegas adds to our awareness of the rich and varied ethnic and religious character of Las Vegans. In a broader context, it offers thoughtful perspectives on the impact of globalization on a major American city and on the realities of immigrant life in the twenty-first century."
308,Tom and Francine: A Love Story,This remarkable collaboration - Sylvia Fraser's morality fable (for cats and humans alike) accented by Eugenie Fernandes' charming illustrations - is sure to entertain kids and parents alike! (1998)
308,"Une Ville Imaginaire (Roman Jeunesse, 57) (French Edition)","About the Roman Jeunesse series: The ""Roman Jeunesse series gives advanced readers, aged 9 to 12, a wide range of literary genres: adventure, mystery, suspense, humour, horror and more, with heroes their own age. These finely illustrated, intriguing and moving novels will appeal to all tastes."
308,"Musen am Telefon. Warum wir alle wie die alten Griechen sprechen, ohne es zu wissen",None
308,Patrick White : selected writings,"Patrick White is presented here as a writer passionately involved in the social and political events of his time. A thoughtful selection of fiction, poetry, theatre pieces, speeches, letters, essays, interviews and autobiographical writing."
308,Le nouveau,Stefan a une passion: le soccer. Ce n'est donc pas surprenant qu'il soit aux anges a l'idee d'aller a l'academie. It y a un seul petit probleme: Stefan parle a peine l'anglais. La barriere des langues nuira-t-elle a son jeu?
308,"Garfield, tome 15 : Super duo",None
308,Shorelines,None
308,Le scoop,"Une se?rie de premiers romans inspire?s du feuilleton te?le?vise? ayant pour vedette la petite bande d'enfants ne?e de l'imagination de Goscinny et de Sempe? qui est pre?side?e par le Petit Nicolas, un e?colier malicieux et turbulent. Sous ce titre: lorsque le bambin propose a? ses copains de fonder leur journal, Louisette se porte imme?diatement volontaire afin de de?nicher le scoop qui fera la premie?re page. Peu de temps apre?s, les deux enfants aperc?oivent justement le pe?re de Nicolas rentrer a? la maison avec un gros paquet qu'il de?sire visiblement dissimuler a? son e?pouse, a? laquelle il avait fait croire qu'il allait jouer aux e?checs chez le voisin. Il n'en faut pas plus pour que les deux apprentis reporters prennent le pe?re du garc?onnet en filature, convaincus qu'il est agent secret. Mais ils de?couvrent qu'il ne faut pas toujours se fier aux apparences... [SDM]"
308,Gardien gagnant,"Charles adore ses gants de gardien de but. C'est son porte-bonheur. Mais lorsque les precieux gants disparaissent et qu'il n'arrive plus a bloquer les tirs, il doit faire face au probleme. Qu'est-ce qui fait de lui un grand gardien de but? Son talent ou ses gants?"
308,Wingheart: Luminous Rock (Book One in the Wingheart Trilogy),"Magnus Wingheart never knew about the world of Arkane. He never knew about the past his older brother, Drake, had kept hidden from him, nor that his parents had died at the hands of an inhuman enemy in a city he had never known to exist. When that enemy resurfaces, sixteen-year-old Magnus, Drake, and their former guardian, Cecil Handel, become ensnared in a deadly hunt for an elusive object they know almost nothing about. Their only escape entails confronting their pursuer--the immortal madman Daimos Recett, the pivotal figure in a grand scheme that arches across the realms of existence and threatens all of Arkane. Carved with an ever-deepening plot, Wingheart: Luminous Rock weaves magic, technology, and science in an enthralling tapestry that rends the line between fantasy and reality."
308,WA ink - : poetry by Western Australians,"Collection of poetry by 44 Western Australians, containing work by Peter Capp, Dorothy Merryweather and Gwen Atkinson, as well as poems by writers who have never previously published."
308,"Public Papers of the Presidents of the United States: John F. Kennedy, 1961",None
308,An introduction to social science,None
308,Transnational Crossroads: Remapping the Americas and the Pacific (Borderlands and Transcultural Studies),"The twentieth century was a time of unprecedented migration and interaction for Asian, Latin American, and Pacific Islander cultures in the Americas and the American Pacific. Some of these ethnic groups already had historic ties, but technology, migration, and globalization during the twentieth century brought them into even closer contact. Transnational Crossroads explores and triangulates for the first time the interactions and contacts among these three cultural groups that were brought together by the expanding American empire from 1867 to 1950.Through a comparative"
308,"Les enqu&ecirc;tes de Chlo&eacute;, Tome 4 : SOS Coll&egrave;ge en danger !",None
308,Traumatic Affect,"Traumatic Affect examines the intersection of trauma theory and affect theory, two areas of crucial relevance to contemporary thought. While both fields continue to offer insights into individual and collective experience, exploring their nexus offers timely and necessary critiques of film, literature, art, culture and politics.This collection of essays by established and emerging thinkers considers the dynamic relations within and between affect and trauma. Varied in style and approach, this volume asks how the relational subject conceived by affect theory might bring into question certain pr"
308,Un cheval pour la vie,None
308,MAMMOUTH ROCK,None
308,"The soil of peace, the human factor in reconstruction",None
308,President Wilson's great speeches and other history making documents,None
308,Sudden alchemy : selected Australian poetry,None
308,Speeches of William Jennings Bryan,None
308,Geld in der Antiken Welt,None
308,Zapper Ou Ne Pas Zapper ? Voila la Question,"Je?re?mie a choisi de faire son expose? oral sur le zappeur. Oui, oui, ce petit bidule qui permet d'ouvrir la te?le? a? distance aussi bien que la porte du garage. Le pe?re de Katia travaille sur un zappeur nouveau genre qui en fera voir de toutes les couleurs a? nos deux he?ros. Apparitions, disparitions, te?le?portations: zapper ou ne pas zapper? Voila? la ve?ritable question!"
308,Mon premier La Fontaine,"Une sélection d'une soixantaine de fables de ce moraliste et philosophe ayant su, avec malice et poésie, renvoyer à la face de l'homme tous ses petits travers, sous le couvert d'un bestiaire humanisé. Une courte présentation de l'oeuvre globale de La Fontaine précède cet ouvrage rappelant que l'on doit également à ce génie français du 17e siècle de nombreux proverbes populaires, dont le célèbre ""On a toujours besoin d'un plus petit que soi"". [SDM]"
308,La tradición autoritaria : violencia y democracia en el Perú,None
308,"The worst of Warden, or at the very least not bad!",None
308,The wit and wisdom of Franklin D. Roosevelt,None
308,Splish splash!,None
308,Esprit d'équipe,"Une collection de courts romans donnant a? suivre les traces de jeunes sportifs qui inte?grent la prestigieuse acade?mie de David Beckham, en Angleterre. Chaque opus est l'occasion d'accompagner une recrue dans les entrai?nements et les compe?titions qui lui permettent de vivre sa passion et de de?velopper ses talents et habilete?s, mais e?galement de de?couvrir l'importance du travail d'e?quipe, de la perse?ve?rance et de la confiance en soi. [SDM]"
308,Kirche gestalten - Schleiermachers Theorie des Kirchenregiments,"Das Schleiermacher-Archiv ist primär ein begleitendes Publikationsorgan für die seit 1980 erscheinende Gesamtausgabe der Werke Friedrich Schleiermachers (KGA), welches Materialien und Untersuchungen veröffentlicht, die in engerer Beziehung zur KGA stehen. In Sammelbänden werden zudem Beiträge dokumentiert, die auf internationalen Schleiermacher-Kongressen vorgetragen worden oder in diesem Zusammenhang entstanden sind."
308,The policy sciences,None
308,G?ants ne font pas de planche ? neige,"Lisa et ses copains vont faire de la planche a? neige a? un chalet de ski, l'Oeuf d'or. En plus du proprie?taire, ils font la connaissance de Roch Samson, un ge?ant. Lisa le soupc?onne d'en e?tre un vrai, directement sorti d'un conte. [SDM]"
308,An introduction to social science,None
308,Praktische Linguistik : eine Einführung in die Linguistik für Logopäden und Sprachheillehrer,None
308,L M Lediction,Dominic lives in fear since he received an electronic message which obliges him to send this message within 24 hours to 27 or more people or risk being struck with a curse.
308,"Five plays for stage, radio and television",The drovers (Louis Esson) - The one day of the year (Alan Seymour) - What if you died tomorrow (David Williamson) - The golden lover (Douglas Stewart) - Linday's boy (Ted Roberts).
308,Raíz y destino del Perú,None
308,Ensayos escogidos,None
308,The Transnational Studies Reader,None
308,Electrical Conduction in Graphene and Nanotubes,"Written in a self-contained manner, this textbook allows both advanced students and practicing applied physicists and engineers to learn the relevant aspects from the bottom up. All logical steps are laid out without omitting steps.The book covers electrical transport properties in carbon based materials by dealing with statistical mechanics of carbon nanotubes and graphene presenting many fresh and sometimes provoking views. Both second quantization and superconductivity are covered and discussed thoroughly. An extensive list of references is given in the end of each chapter, while"
308,A tanya : Hagyom&aacute;nyos &eacute;s &aacute;talakul&oacute; paraszti &eacute;let a H&oacute;dmezőv&aacute;s&aacute;rhely-kop&aacute;ncsi tanyavil&aacute;gban,None
308,Southerly Volume 63 Number 1 - Translations,"No gaze is more intimate than that of a translator focused on a writer's words. Vivian Smith has brought together translators, poets, writers and thinkers to explore this relationship. Includes work on Murray Bail, David Malouf and other preeminent Australian writers, as well as Kenneth Slessor's last piece."
308,Leon a Son Meilleur V 04,None
308,Trio d'enfer,"Cette nouvelle collection fait revivre l'enfance des personnages principaux de la sie tsucc ##Lance et compte##. 11 ans, le jeune Pierre Lambert est le capitaine des Dragons de Trois-Rivies et le meilleur compteur de la ligue pee-wee AA. Il n'a qu'un re: joindre les rangs de la ligue nationale comme son idole, Marc Gagnon. Quand son uipe est affaiblie par un incident malheureux, Pierre doit prendre son re de leader encore plus au sieux. Dans ce deuxie opus, leur coach Julien a choisi un remplat pour Alex, leur grand allier blessgravement, et qui en a encore pour des mois de convalescence. Il s'agit de Denis, un petit nouveau de la Ligue A, qui a bien de la difficults'intrer. Car la plupart des joueurs l'ignorent. Car pour eux, l'accepter, ce serait comme oublier leur ami Alex qui a quittl'uipe. Encore l Pierre va agir en vrai capitaine et commencer inviter Denis leurs activit sociales. Quant Suzie, va mal, elle vient de se mettre dos sa meilleure amie Maude. Par marde, elle l'a trahi en doilant un secret bien gard [SDM]"
308,The poetry of Canberra,None
308,Bilderreigen und Erzähllabyrinth: Catulls Carmen 64,"Despite a large number of studies, Catullus' so-called Peleus-epic (poem 64) is still said to be enigmatic and hermetic. In a seemingly loose thematic coherence it narrates not only the nuptial of Peleus with the immortal Thetis, but also - across the different media image and song - the fate of Ariadne and the deeds of Achilles ending with a topical lament. The often criticised structure of the whole is here taken seriously as a complex, but highly artistic narrative that excells in its very own structural coherence. In particular consideration of the different narrators and different types of narration, medial aspects (ecphrastic writing, (linguistic) images) and intertextual references, this study tries to offer a new reading of the poem. Trotz einer Vielzahl an Forschungsbeitr�gen gilt Catulls sog. Peleus-Epos (c. 64) nach wie vor als rätselhaft und hermetisch. In scheinbar nur losem Zusammenhang erzählt es nicht nur von der Hochzeit des Peleus mit der unsterblichen Thetis, sondern auch - anvertraut den Medien Bild und Lied - von dem Schicksal Ariadnes und den Taten Achills, um in einer zeitkritischen Klage zu enden. Die häufig kritisierte Gesamtstruktur wird hier als komplexes, aber in sich logisches, höchst kunstvolles narratives Gebilde ernst genommen, von dem jede Interpretation ihren Ausgang nehmen muss. Unter besonderer Berücksichtigung von Erzählerfiguren und Erzählhaltungen, medialen Aspekten (ekphrastisches Schreiben, (Sprach-)Bilder) und intertextuellen Referenzen bemüht sich die vorliegende Arbeit um eine grundlegend neue Lektüre des Gedichts."
308,Australian Bush Classics (The R.M. Williams Collection),Australian bush poetry
308,Les grecs d'Istanbul au XIXe siècle histoire socioculturelle de la communauté de Pera,"This book traces the history of the Greek orthodox community of Pera (in Turkish Beyo?lu), a quarter situated at the heart of Istanbul. It is mostly based on parish archives and covers the period from 1804 to 1923. Demographic aspects, administrative organization, the profile of the �?lite, philanthropic projects and activities (education, charity) constitute the main axes. Through the case of this Christian population, one of the most prosperous in Eastern Mediterranean, the study highlights the functioning and the aspirations of non Muslim communities of the Ottoman Empire at the age of nationalism. Were these conscious of living through the end of an era ? Implicitly, the warning signs of the collapse of the imperial edifice are also sought to be identified. Ce livre retrace l ?histoire de la communaut©? grecque orthodoxe de P©?ra (en turc Beyo?lu), quartier situ©? au c¿ur d ?Istanbul. Il s ?appuie pour l ?essentiel sur les archives paroissiales. Il couvre la p©?riode allant de 1804 © 1923. Les aspects d©?mographiques, l ?organisation administrative, le profil des ©?lites, les projets et ¿uvres philanthropiques (©?ducation, charit©?) en constituent les principaux axes. © travers le cas de cette population chr©?tienne, une des plus prosp©·res de l ?Est m©?diterran©?en, il s ?agit de cerner le fonctionnement et les aspirations des communaut©?s non musulmanes de l ?Empire ottoman © l ?©Øge des nationalismes. Celles-ci avaient-elles conscience de vivre la fin d ?une ©?poque ? En filigrane, l ?ouvrage cherche © identifier les signes pr©?curseurs de l ?effondrement de l ?©?difice imp©?rial."
308,Running writing Robinson,"This book is a gift to and a celebration of Roger Robinson. If you have not heard of him when you pick it up, you will come to know him for the extraordinary man of many worlds that he is, above all, as befits a champion runner and a professor of English, the worlds of running and writing. It is made up of memoirs, tributes, poems, running essays and literary essays, and will, we hope, please anyone who shares Roger's love of running, writing and fascinating people."
