DDC,Title,Description
082,Patches of Godlight: Father Tim's Favorite Quotes,"Presents the ""quote book"" of the fictional Father Tim Kavanagh,the local rector in Jan Karon's Mitford Years series,featuring inspirational quotations by C.S.Lewis,Christinia Rossetti, St.Paul, and many other poets, humorists, clerics,and philosophers."
082,Present Concerns,"This reissued book gathers nineteen essays by iconic writer C.S. Lewis, tackling modern moral, spiritual and societal issues including democracy, education and censorship, delivering enduring wisdom for readers."
082,The Concise Oxford Dictionary of Quotations,"Based on the 7th ed. of the Oxford dictionary of quotations. Includes extensive coverage of literary and historical quotations and contains up-to-date material from today's influential literary and cultural figures. Includes 1,000 new quotes in categories such as catchphrases, film lines, official advice, and political slogans."
082,The Oxford Dictionary of Quotations (Fourth Edition),A compilation of familiar quotations arranged alphabetically by author. Indexed by key words.
082,Viking Book of Aphorisms: A Personal Selection,"An anthology of pithy sayings dealing with man's ideas. Divided for easy reference into categories such as love, marriage, friendship, religion, science, the arts, and many others."
082,Random House Webster's Quotationary,Organizes by subject over twenty thousand quotations ranging from familiar sayings and poetry to the comments of current political and literary figures.
084,The Temptation to Exist,"This influential 11-essay collection by Cioran took France by storm decades ago. Translated by Richard Howard, it dissects Western culture, writers and philosophers in sharp, quotable prose, earning status as an underground classic. The Washington Post hails him as a uniquely concise, audacious Western thinker."
084,Drawn and Quartered,"In this book of aphorisms and brief essays, E.M. Cioran strips away society¡¯s illusions hiding the truth. Though his worldview is bleak, he rejects despair, seeing value in uncovering reality. He views human history as a parade of delusions and criticizes false hopes. Exploring truth, deeds, absolutes and deception, he ultimately affirms existence."
084,Dialogues II,"This book collects journalist Claire Parnet¡¯s intimate conversations with philosopher Gilles Deleuze. Their casual talks explore his intellectual growth, core theories and decades-long partnership with F¨¦lix Guattari. Deleuze discusses Spinoza, stoicism, literature, psychoanalysis, politics and early film research, covering minor literature and deterritorialization. This updated edition adds his essay Pericles and Verdi, examining politics via Fran?ois Chatelet¡¯s ideas. A warm, revealing record of one of the 20th century¡¯s most significant theorists."
084,Dialogues,"In the most accessible and personal of his works, Deleuze examines, through a series of discussions with Claire Parnet, such revealing topics as his own philosophical background and development, the central themes of his work, and some of his relationships, in particular with the philosopher Flix Guattari. This new edition contains a new essay, ""The Actual and the Virtual."""
084,Best Mounted Police Stories,"The Mountie always gets his man. He asserts the law not by using violence but by denying it. He is a uniquely Canadian figure in the great stories of the West. Dick Harrison has collected 22 classic adventure stories by Wallace Stegner, Rudy Wiebe, Ken Mitchell, Ralph Connor, and 18 others."
084,Prose and poetry,"Consists of a selection of passages translated from Senghor's scattered prose writings and speeches and from his book, Nation et voie Africaine du socialisme."
084,Book of French Quotations,"The 2,000 quotations collected here comprise the finest and most familiar excerpts from France's great literary heritage. These quotations provide the student with the allusions he or she is most likely to encounter throughout French literature¡ªa witty and poignant legacy of an august tradition."
084,The Achilles heel,"A collection of political and philosophical essays addressing themes of totalitarianism, political trials, Sacco and Vanzetti, the Rosenberg case, Freud and psychoanalysis, T. E. Lawrence, and the intellectual crises of twentieth-century Europe."
084,Seniors guide to good nutrition (Prevention senior health library),"Good nutrition doesn't mean your food has to be bland and boring. In fact, you can tantalize your tastebuds while battling weight gain, cholesterol, migraines, energy dips, and more!"
084,History of the township of Duanesburg,"This local history covers Duanesburg, New York¡¯s 18th¨C19th century settlement, land grants, notable families, churches and public organizations. Widely used as key source for local genealogy and Schenectady County historical studies."
085,"Idea of Prose (Suny Series, Intersections)","This book consists of prose pieces that find a new form of expression for philosophy, an expression showing the inseparability of idea and prose--the very form of truth."
085,Death at the Blue Elephant,"Award-winning Australian writer Janeen Webb¡¯s debut collection Death at the Blue Elephant holds eighteen travel-inspired stories, five exclusive to this volume. Winner of World Fantasy, Aurealis, Peter MacNamara SF and three Ditmar Awards, Webb¡¯s writing earns praise from Pamela Sargent for tense, absorbing fantasy worlds unlike everyday reality."
085,Australian love stories,"This collection explores all forms of love¡ªunrequited, fated, straight and queer¡ªalongside desire, obsession and betrayal, expanding Australia¡¯s literary love tradition. A matching companion to the popular Australian Love Poems, it boasts silver foil velvet binding and consistent interior design. Edited by celebrated author Cate Kennedy, Australian Love Stories gathers works by acclaimed national and international writers including Bruce Pascoe and Tony Birch, plus promising emerging voices."
085,The Day We Met,Four free romantic short tales under Random Romance: Movie star Jack struggles to win paparazzi-fearing Evie; farmer Harry hesitates to court a beautiful hardware store clerk; Henry instantly bonds with fellow supernatural Gina; noble Eloise is drawn to a mysterious masked outlaw who captures her at a ball.
085,Scary Kisses,"A collection of paranormal romance with bite. On the menu is a tasty selection of heroines and heroes: time travellers, vampires, zombies, ghosts, witches, trapped spirits, dragons, wizards, monsters, even cartoons. From sweet to sexy, these stories will seduce."
085,More Scary Kisses,"Seventeen stories from some of Australia's brightest talents, complemented by fantastic tales from the US and UK. More Scary Kisses promises vampires, aliens, fairytale princesses, parallel universes, voodoo, werewolves, wizards, phantoms, dryads and cherubim."
085,Damnation and Dames,"Damnation & Dames is a collection of paranormal noir stories investigating the supernatural shadows surrounding classic crime. Inside this book are sixteen hand-picked stories, all original, featuring good guys, gumshoes, femme fatales, bootleggers, and gangsters: all your favourite noir characters mixed up with ghosts, giant monsters, faerie, vampires, and werewolves."
085,"URL Love: From Texting to Twitter, the Hottest Online Love Stories","We all love a hot romance...and what could be more relevant to the way we live now than a love story involving text messages, Facebook, online dating, emails or tweets? 'URL Love' is a collection of ten sexy, sweet and sassy stories about love in the digital age. For fans of E L James ('Fifty Shades of Grey'), Marian Keyes ('Watermelon', 'the Mystery of Mercy Close') and everyone in between!"
085,As they seemed to me,"""As They Seemed to Me"" collects literary sketches and personal portraits by Italian critic and journalist Ugo Ojetti. With sharp, witty insights, he depicts iconic early-20th-century artists, writers and politicians such as Gabriele D'Annunzio, Rodin and Marcel Proust. These pieces chronicle European cultural life amid sweeping societal shifts."
085,Changing Britain: 1970 to Modern Times v. 2,This revised edition maintains the fresh and accessible approach to an important section of the history curriculum in primary schools by bringing the story up to the end of 2009.
086,Secret Horse (Saddle Club #86),"Stevie, Carole and Lisa of the Saddle Club aim for a top horse show, working extra stable chores at Pine Hollow to please owner Max Regnery, including exercising horse Samson. Arrogant rival Veronica expects to win first prize and refuses to help with any work. The girls worry she is unbeatable, until Lisa discovers Samson excels at jumping. They hide their secret equine talent to outshine Veronica at the competition."
086,Pope Francis in His Own Words,"Over 250 quotations from Pope Francis's books, letters, and sermons present his insights and viewpoint on Christian life and belief as well as social issues. Includes a brief biography and timeline of his life--Provided by publisher."
086,Noah and the Ark (Heroes of the Bible),"The world had become wicked and filled with hatred. God decided to destroy humankind, except for Noah and his family. Noah obeys God's command to build the ark and care for the animals that will survive the great flood and repopulate the renewed earth."
086,Reviews by Cornelius Van Til,This volume contains over 70 of Cornelius Van Til¡¯s literature reviews and articles between the 1920s and 1970s.
086,The World's Richest Man: Carlos Slim In His Own Words (In Their Own Words series),
086,The World's Richest Man: Carlos Slim In His Own Words (In Their Own Words series),"In 2010, Mexican tycoon Carlos Slim became the first person from a developing nation to top Forbes¡¯ richest list since 1994. Despite immense fortune, he lives modestly in the same Mexico City home for 40 years, standing out among elites for his humility. The World's Richest Man: Carlos Slim In His Own Words gathers over 200 of Slim¡¯s original quotes covering business, investment, leadership and life, offering an unfiltered glimpse into the mind of this top entrepreneur and philanthropist."
086,The Film Anthologies Index,"The Film Anthologies Index is an exclusive essential bibliography for film research, uncovered by no other database. It records over 600 English film anthologies issued by 1991, containing over 10,000 reprinted articles, book excerpts and original essays. It has 6,563 alphabetical author entries to locate works and their collected versions, alongside a subject index of nearly 7,000 themes including films, creators, genres and keywords. Well-organized and all-inclusive, it helps both film fans and scholars find hard-to-locate critical writings."
178,The Ethics of What We Eat,"Nowadays more consumers care about food origins, production methods and animal welfare. Singer and Mason analyze three ordinary families¡¯ diets to reveal how eating habits shape the planet¡¯s future. They put forward six actionable ethical guidelines for grocery shopping and dining out, offering moderate, accessible moral advice without extreme demands."
178,The Best Chef in Second Grade,"A famous chef is coming to visit Mr. Hopper's second grade class, and every one is excited about bringing in their family's favorite dish to share except Ollie, who loves to cook but cannot find a dish his whole family likes."
178,A Children's Book About Being Greedy,"The purpose of this book is to each children how to determine what is a fair share. In addition, it helps children understand and embrace the importance of each person taking only his or her fair share"
178,The New Puppy from the Black Lagoon ,"Hubie's dog, Tailspin, has always been a loyal companion. But how did they first meet? When Hubie's mom finally says that he can get a puppy, Hubie has some big decisions to make. There are so many different kinds of dogs to choose from! Luckily, Tailspin, makes the choice easy."
178,LEGO City: Work This Farm!,It's a busy day on the farm! The farmers feed the animals and harvest the crops. A big farm needs big machines!
178,Greed: The Seven Deadly Sins,"Explores the range of greed's subtle, chameleon-like qualities, and the destructive power it weilds, evidenced all too clearly in the world."
178,Timeless Simplicity: Creative Living in a Consumer Society,"This book advocates true simplicity rather than poverty or austerity. In wealthy yet materialistic societies filled with constant consumption, it guides readers to cut clutter and stress. By owning less, people gain more joy: spare time for beloved work, family bonding, creative hobbies, fine food and peaceful quiet moments."
178,Rugrats: Star Spangled Babies,Angelica gets George into trouble. Tommy and his friends try to help him.
178,Harriet the Spy: Double Agent,"While spying on her New York City neighborhood with a new friend, Annie, twelve-year-old Harriet decides that the only way to learn Annie's many secrets is to spy on her, as well."
178,The Legend of the Loon,"After being shown the wonders of nature by Grandmother Lom, two children venture out in her boat alone, find themselves in danger, and are rescued by a mysterious bird."
180,Discourses and Selected Writings,"Second-century freed Stoic slave Epictetus taught philosophy at Nicopolis. His vivid talks were transcribed by pupil Arrian into The Discourses, alongside his handbook Enchiridion and collected fragments. His core idea: happiness comes from separating what we can control from fate, and living in harmony with nature. He covers freedom, fear, family and friendship, reflecting classical daily life. This new translation by Robert Dobbin includes an intro on Epictetus¡¯s life, Stoic heritage and modern relevance, plus bibliography, notes and a name glossary."
180,Protagoras and Meno,"This book features fresh translations of Plato¡¯s Protagoras and Meno, with detailed notes and analytical essays by Robert C. Bartlett. Faithful yet readable, the translations account for key textual variants. Centered on virtue, Meno explores Socrates¡¯ core question of virtue¡¯s essence, while Protagoras examines courage and its bond with wisdom. The essays suit both new and experienced readers by outlining plot frameworks and resolving philosophical puzzles. An appendix adds a vivid excerpt about Meno from Xenophon¡¯s Anabasis of Cyrus."
180,The Dream of Reason: A History of Philosophy from the Greeks to the Renaissance,"Anthony Gottlieb re-examines Western philosophical thought in this insightful work, challenging established viewpoints with clear, sharp analysis. Covering pre-Socratics, Socrates, Plato, Aristotle and Renaissance thinkers including Erasmus and Bacon, he demonstrates philosophy¡¯s cross-disciplinary nature. Many groundbreaking discoveries born from philosophy later split off into separate sciences, misleading people to think philosophy yields no real progress."
180,What Is Ancient Philosophy?,"This work revises our view of ancient philosophy -- and in doing so, proposes that we change the way we see philosophy itself. Hadot shows how the various schools, trends, and ideas of ancient Greek and Roman philosophy all strove to transform the individual's mode of perceiving and being in the world. For the ancients, philosophical theory and the philosophical way of life were inseparably linked. Hadot asks us to consider whether and how this connection might be reestablished today."
180,Greek Philosophy: Thales to Aristotle,"Widely praised for its accessibility and its concentration on the metaphysical issues that are most central to the history of Greek philosophy, this book offers a valuable introduction to the works of the Presocratics, Plato, and Aristotle."
180,Ancient Philosophy: A Very Short Introduction,"Getting away from the presentation of ancient philosophy as a succession of Great Thinkers, the book aims to give readers a sense of the freshness and liveliness of ancient philosophy, and of its wide variety of themes and styles."
180,Hellenistic Philosophy: Introductory Readings,"This updated Hellenistic Philosophy adds nearly 100 pages of content. It features the first English translation of Arius Didymus¡¯ Stoic ethics, more materials on Epicureanism, Stoicism and Scepticism, extended texts of Plutarch and Cicero, and richer papyrus records. Translators Inwood and Gerson retain precise, consistent rendering while reorganizing texts by theme, paired with a roomier new layout."
180,Philosophy in the Tragic Age of the Greeks,"Nietzsche regarded the era of Greek tragedy as truly tragic. Its cherished core values declined disastrously under Socrates and Plato, like a tragic play¡¯s ending. Written alongside The Birth of Tragedy (which angered German academics and threatened his career), this posthumous work focuses on cultural education. Nietzsche held Greek culture as a model, hoping young Germans would build a vibrant native culture their society lacked."
180,A New History of Western Philosophy. Volume 1: Ancient Philosophy,"Sir Anthony Kenny tells the fascinating story of the birth of philosophy and its remarkable flourishing in the ancient Mediterranean world. This is the first of four volumes in which he unfolds a magisterial new history of Western philosophy. Specially written for a broad popular readership, but serious and deep enough to offer a genuine understanding of the great philosophers, Kenny's lucid and stimulating history will become the definitive work for anyone interested in the people. and ideas that shaped the course of Western thought."
180,Before and After Socrates,"In this book, F.M. Cornford explains why the life and work of Socrates stand out as marking a turning-point in the history of thought. He shows how Socrates revolutionized the concept of philosophy, converting it from the study of Nature to the study of the human soul, the meaning of right and wrong, and the ends for which we ought to live. This is, in fact, the story of the whole creative period of Greek philosophy "
182,Fragments,"This engaging audiobook collects Heraclitus¡¯ surviving philosophical fragments. The ancient Greek thinker¡¯s concise aphorisms revolve around universal flux, cosmic unity and existence¡¯s hidden truths, prompting audiences to rethink their perceptions. Suitable for philosophy students and curious readers alike, it delivers timeless, stimulating wisdom from one of antiquity¡¯s most mysterious philosophers."
182,Early Greek Philosophy,"This anthology gathers Pre-Socratic thinkers who laid groundwork for Plato and Aristotle. It includes Democritus¡¯ atomism, Zeno¡¯s paradoxes, Pythagoras¡¯ math theories and Heraclitus¡¯ fragments. These rational ideas pioneered Western thought and early scientific language. Editor Jonathan Barnes arranges surviving texts with latest research and a newly unearthed Empedocles papyrus."
182,The Presocratic Philosophers,"Opening with a fully revised introduction covering Pre-Socratic precursors, this book tracks the intellectual revolution starting with Thales to Parmenides, Anaxagoras and Atomists. Drawing on around six hundred Greek texts with prominent English translations, it delivers detailed analyses of major ancient thinkers. Ideal for university courses on Greek philosophy and scientific history, it also suits general readers seeking reliable insights into early Western thought, theology and ancient civilisation."
182,The Greek Philosophers: From Thales to Aristotle,"W.K.C. Guthrie¡¯s concise yet comprehensive survey covers Greek philosophy from Thales to Aristotle. Requiring no prior Greek or classical learning, it interprets Plato and Aristotle through their forerunners and outlines distinct ancient Greek modes of thought. Suitable for casual readers as introductory background, it also lays solid groundwork for advanced academic research."
182,A Presocratics Reader,"Building on the popularity of the first edition, the updated A Presocratics Reader expands fragments of Presocratics and Sophists. It features revised introductions, notes and reading guides, incorporating a decade¡¯s latest research. Richard D. McKirahan and Patricia Curd refined or rewrote translations, including newly published Derveni Papyrus texts, forming the book¡¯s core source materials."
182,The First Philosophers: The Presocratics and Sophists (Oxford World's Classics),"Early Pre-Socratic and Sophist philosophers laid the foundation for Plato, Aristotle and all Western thought. Motivated by curiosity, they crafted early cosmological theories while pioneering metaphysics, logic and ethics via works like Heraclitus¡¯ aphorisms and Zeno¡¯s paradoxes. Sophists further explored language, morality and politics. This book translates key surviving fragments and ancient testimonies, paired with clear explanatory notes."
182,The Discovery of the Mind,"German classicist's monumental study of the origins of European thought in Greek literature and philosophy. Brilliant, widely influential. Includes ""Homer's View of Man,"" ""The Olympian Gods,"" ""The Rise of the Individual in the Early Greek Lyric,"" ""Pindar's Hymn to Zeus,"" ""Myth and Reality in Greek Tragedy,"" and ""Aristophanes and Aesthetic Criticism."""
182,Anaximander: And the Birth of Science,"Physicist Carlo Rovelli, author of Seven Brief Lessons on Physics, explores Pre-Socratic thinker Anaximander¡¯s groundbreaking theories that shaped cosmology, geography and biology thousands of years ago. Anaximander proposed a floating Earth, animal evolution and natural universal laws, founding rational, open-minded scientific inquiry. Rovelli analyzes him from a scientist¡¯s perspective rather than a historian, highlighting science¡¯s core spirit of constant critical rethinking and humble acceptance of uncertainty."
182,Philosophy Before Socrates: An Introduction With Text and Commentary,"Philosophy Before Socrates is an updated introductory sourcebook drawing on latest research. It covers early Greek science, metaphysics, ethics and political thought from mythic origins to fifth-century Presocratics and Sophists. It includes the author¡¯s new translations of major fragments and testimonies alongside clear in-depth analysis, with an opening chapter explaining textual sources and interpretive challenges."
182,Presocratic Philosophy: A Very Short Introduction,"A lively and thematic treatment of early Greek philosophy, this work discusses the invention of western philosophy - the first thinkers to explore ideas about the nature of reality, time, and the origin of the universe."
183,The Trial of Socrates,"Ancient Athens birthed democracy and free speech yet sentenced Socrates to death at seventy, though he had taught unhindered his whole life. Author I.F. Stone explores the hidden motives behind this iconic free speech trial, drawing extensively on Greek and Roman history. His accessible account illuminates classical civilization and its lasting significance for modern society."
183,Conversations of Socrates (Penguin Classics),"Xenophon is less speculative than Plato and applies Socratic principles more to everyday life: by reading his book, we not only learn about Socrates and his philosophy but also gain fascinating insights into the daily life of ancient Greece and into the religious, political and moral views of a certain type of Athenian."
183,"The Hemlock Cup: Socrates, Athens and the Search for the Good Life","Socrates, the benchmark of Western philosophy, left no writings; all records about him come from Plato, Xenophon and Aristophanes, leaving him mysterious for millennia. This historian vividly reconstructs Socrates and Golden Age Athens, covering his seventy years amid the city¡¯s war, turmoil and rising democracy. Drawing on up-to-date materials, the book restores the ancient streets and daily world Socrates lived in."
183,Socrates : A Very Short Introduction,"Christopher Taylor explores the relationship between the historical Socrates and the Platonic character, and examines the enduring image of Socrates as the ideal exemplar of the philosophic life."
183,Socrates: A Man for Our Times,"Acclaimed historian and best-selling author Paul Johnson's books have been translated into dozens of languages. In Socrates: A Man for Our Times, Johnson draws from little-known resources to construct a fascinating account of one of history's greatest thinkers. Socrates transcended class limitations in Athens during the fifth century B.C. to develop ideas that still shape the way we think about the human body and soul, including the workings of the human mind."
183,The Socratic Method: A Practitioner's Handbook,"This book unpacks the Socratic method originated from Plato¡¯s dialogues with Socrates. More than a questioning skill, it embodies virtues like humility and curiosity, applicable to study, politics and daily reflection. Citing numerous quotes, it covers Socratic ethics, self-awareness and connections with Stoicism. Following his previous accessible classics works, Farnsworth simplifies Socrates¡¯ ideas for all readers who seek practical wisdom to navigate life well."
183,Socrates: Ironist and Moral Philosopher,"This scholarly book reaffirms Socrates' foundational role in Greek philosophy, ethics and religion, which is often overshadowed by Plato and Aristotle. It differentiates the historical Socrates in Plato¡¯s early dialogues from Plato¡¯s later fictionalized version. It explores the paradoxes in Socrates¡¯ rational, argument-driven pursuit of the question ¡°how to live¡±, regarded by him as a divine duty. Accessible yet profound, the work reveals Socrates¡¯ unique persona and offers valuable insights for ancient and Western philosophy learners."
183,The Trials of Socrates: Six Classic Texts,"Socrates was mocked by Aristophanes in 406 BCE and sentenced to death in 399 BCE for corrupting youth. Like Jesus and Buddha, he remains mysterious, with conflicting accounts of his life. This book collects six essential ancient texts about him for the first time, including fresh, complete translations of works by Plato, Xenophon and Aristophanes¡¯ Clouds. Introductory essays and detailed footnotes supply vital background and cross-references."
183,Why Socrates Died: Dispelling the Myths,"Robin Waterfield presents Socrates as a deeply moral thinker whose convictions stood in stark relief to those of his former disciple, Alcibiades, the hawkish and self-serving military leader. Refusing to surrender his beliefs even in the face of death, Socrates was determined to save his native Athens even as the city-state was tearing itself apart and falling into moral decline."
183,The Greek Sophists,"In 5th-century democratic Athens, political power relied on public oratory. Sophists mastered rhetoric and persuasive argument, exploring gender, slavery, divinity and teachable virtue. Their inquiries laid foundational ideas for Plato and Aristotle."
185,The Basic Works of Aristotle,"Presents English translations of the basic writings of ancient Greek philosopher Aristotle, including works on logic, physics, the soul, the history of animals, and others."
185,Aristotle for Everybody : Difficult Thought Made Easy,"Scholar Mortimer J. Adler credits most of his philosophical understanding to Aristotle. This accessible audio overview covers Aristotle¡¯s views on nature, human conduct and life. Rooted in shared everyday experience, his ideas clarify universal common sense, helping readers deepen self, social and worldly understanding, making him an ideal philosophy guide for everyone."
185,Introduction to Aristotle,"This introduction lets Aristotle¡¯s own texts speak, mapping connections across his treatises. Seven prefaces situate each work within his scientific framework and explain how its topics relate to other branches of his philosophy."
185,The Complete Works of Aristotle: The Revised Oxford Translation,"Scholar Jonathan Barnes specializes in ancient philosophy. This digital edition unites both volumes of the authoritative Revised Oxford Translation of Aristotle¡¯s complete works. Based on the original 12-volume set, it revises old translations, adds new renderings for three texts and expands collected fragments, aiming to make Aristotle accessible to English readers, widely acclaimed for study and reference."
185,Aristotle: A Very Short Introduction,"In this book, Jonathan Barnes examines Aristotle's scientific researches, his discoveries in logic and his metaphysical theories, his work in psychology and in ethics and politics, placing his teachings in their historical context."
185,The Philosophy of Aristotle,"More than two thousand years ago, Aristotle established unique standards of philosophic inquiry, observation, and judgment. This book offers a contemporary reevaluation of the philosophy of the master of Western thought, and shows his vital, continuing influence in our modern world."
185,A New Aristotle Reader,"This single-volume reader by J.L. Ackrill suits philosophy teachers and students at all levels. It features precise modern translations of core Aristotelian texts, selected based on long-term graduate teaching experience and both classic and contemporary philosophical topics. High-fidelity translations help readers without Greek grasp the original meaning, alongside a study guide with cross-references and up-to-date bibliographies."
185,Britannica Great Books: Aristotle II,"This fantasy finale continues the story of Dreden, Chanin and Gerrika from bestseller The Century¡¯s Scribe. Putting aside personal struggles, they seek to solve Kroonsaed¡¯s mystery yet feel powerless and distrustful of others. The Edlands will soon claim a rare century-old magical weapon, and the trio must stop them to survive. Full of action, it explores friendship, sorrow and redemption with philosophical depth, crafting unforgettable heroes that stay with readers."
185,The Cambridge Companion to Aristotle,"Aristotle, one of Western civilization¡¯s top thinkers, is notoriously hard to comprehend. This companion frankly addresses his complexity while clearly explaining his core philosophical ideas, preserving varied valid scholarly interpretations without forcing a unified view. It opens with his biography and an overview of his works to trace his intellectual evolution. Separate chapters analyze his logic, metaphysics, natural science, psychology, ethics, politics, rhetoric and poetics, and is tailored for readers unfamiliar with Greek."
185,Aristotle,"Now in its 6th edition, Aristotle has long been established as a valuable and authoritative survey of the life, work and philosophy of Aristotle. This edition has a new introduction and an updated bibliography."
