DDC,Title,description
402,Rebel Seoul,"In 2199 in the Neo State of Korea, eighteen-year-old Jaewon is partnered with supersoldier Tera, but their evolving love is threatened when Jaewon must choose among conflicting loyalties--to the totalitarian government that promises to end all war, the nationalist rebels his father followed, or the crime syndicate staging a coup."
402,Every Word Is a Bird We Teach to Sing: Encounters with the Mysteries and Meanings of Language,"Is vocabulary destiny? Why do clocks 'talk' to the Nahua people of Mexico? Will A.I. researchers ever produce true human-machine dialogue? In this mesmerizing collection of essays, Daniel Tammet answers these and many other questions about the intricacy and profound power of language. Tammet goes back in time to explore the numeric language of his autistic childhood; he looks at the music and patterns that words make, and how languages evolve and are translated. He meets one of the world's most accomplished lip readers in Canada, learns how endangered languages like Manx are being revived and corresponds with native speakers of Esperanto in their mother tongue. He studies the grammar of the telephone, contemplates the significance of disappearing dialects, and also asks: will chatbots ever manage to convince us that they are human? From the art of translation to the lyricism of sign language, ""Every Word is a Bird We Teach to Sing"" is a fascinating journey through the world of words, letters, stories and meanings, and an extraordinary testament to the stunning range of Tammet's literary and polyglot talents."
402,Advice for Good Little Girls,"The nineteenth-century American humorist, Mark Twain, offers alternatives to little girls who sass their teachers, hurl mud at their brothers, or covet their friends' expensive china dolls."
402,Dreamsleeves,"During a momentous summer, thirteen-year-old Aislinn's dreams include that her father will stop drinking and give her more freedom, that her fifth sibling will be born safely, that she will not lose her best friend or her potential boyfriend, and that she can teach members of her community both to express their dreams and to help others' dreams come true."
402,The Decoding of Lana Morris,"For sixteen-year-old Lana life is often difficult, with a flirtatious foster father, an ice queen foster mother, a houseful of special needs children to care for, and bullies harrassing her, until the day she ventures into an antique shop and buys a drawing set that may change her life."
402,Sister Mischief,"Romance. Young Adult Fiction. Young Adult Literature. HTML: A gay suburban hip-hopper freaks out her Christian high school - and falls in love - in this righteously funny and totally tender YA debut, for real. (Age 14 and up) Listen up: You're about to get rocked by the fiercest, baddest all-girl hip-hop crew in the Twin Cities - or at least in the wealthy, white, Bible-thumping suburb of Holyhill, Minnesota. Our heroine, Esme Rockett (aka MC Ferocious) is a Jewish lesbian lyricist. In her crew, Esme's got her BFFs Marcy (aka DJ SheStorm, the butchest straight girl in town) and Tess (aka The ConTessa, the pretty, popular powerhouse of a vocalist). But Esme's feelings for her co-MC, Rowie (MC Rohini), a beautiful, brilliant, beguiling desi chick, are bound to get complicated. And before they know it, the queer hip-hop revolution Esme and her girls have exploded in Holyhill is on the line. Exciting new talent Laura Goode lays down a snappy, provocative, and heartfelt novel about discovering the rhythm of your own truth. ."
402,The Last True Love Story,"""Hendrix and Corrina bust Hendrix's grandfather out of assisted living, and leave LA for New York in pursuit of freedom, truth, and love""--"
402,A Touch Morbid,"Eden, a powerful Sider caught between life and death, has difficult choices to make as the war between Heaven and Hell rages on, endangering Gabriel, Kristen, and Az, and the poison Eden refuses to spread to mortals slowly builds inside her."
402,Pictures 1918,"Coming of age in a rural Texas community in 1918, fifteen-year-old Asia assists in the local war effort, contemplates romance with a local boy, and expands her horizons through her pursuit of photography."
402,To Catch a Prince,"Stepsisters Alexis Worth and Helen Masterson, both sixteen and in London for the summer, must choose between maintaining their friendship and winning the heart of Prince William."
402,Johnny Kellock Died Today,Johnny Kellock Died Today has descriptive copy which is not yet available from the Publisher.
402,Careers for Foreign Language Aficionados & Other Multilingual Types,"""Careers for Foreign Language Aficionados and Other Multilingual Types"" takes an enticing look at the possibilities and training requirements for dozens of jobs involving a wide variety of popular hobbies and interests. The book provides expert advice on how readers can put their language savoir faire to work in the career of their dreams."
402,The Smaller Evil,"HTML: Sometimes the greater good requires the smaller evil. 17-year-old Arman Dukoff can't remember life without anxiety and chronic illness when he arrives at an expensive self-help retreat in the remote hills of Big Sur. He�s taken a huge riskand two-thousand dollars from his meth-head stepfatherfor a chance to ""evolve,"" as Beau, the retreat leader, says. Beau is complicated. A father figure? A cult leader? A con man? Arman's not sure, but more than anyone he's ever met, Beau makes Arman feel something other than what he usually feelsworthless. The retreat compound is secluded in coastal California mountains among towering redwoods, and when the iron gates close behind him, Arman believes for a moment that he can get better. But the program is a blur of jargon, bizarre rituals, and incomprehensible encounters with a beautiful girl. Arman is certain he's failing everything. But Beau disagrees; he thinks Arman has a bright futurethough he never says at what. And then, in an instant Arman can't believe or totally recall, Beau is gone. Suicide? Or murder? Arman was the only witness and now the compound is getting tense. And maybe dangerous. As the mysteries and paradoxes multiply and the hints become accusations, Arman must rely on the person he's always trusted the least: himself. Young Adult Literature. Young Adult Fiction."
402,The Knife and the Butterfly,"After a brawl with a rival gang, sixteen-year-old Azael, a member of Houston's MS-13 gang and the son of illegal Salvadoran immigrants, wakes up in an unusual juvenile detention center where he is forced to observe another inmate through a one-way mirror."
402,Opportunities in Foreign Language Careers,"Introduces the field of foreign languages with information about careers in foreign trade, vocations, and government positions."
402,Som See and the Magic Elephant,Som See helps her great-aunt prepare for death by finding her a good luck charm from her past.
402,Basket Weaver and Catches Many Mice,None
402,The Mla Guide to the Job Search: A Handbook for Departments and for Phds and Phd Candidates in English and Foreign Languages,"""The MLA Guide to the Job Search features advice on preparing for and conducting an academic job search, from graduate work to the job offer; information on seeking employment in two-year colleges, four-year colleges, and universities; discussion of the nonacademic job market: how it differs from the market in academia and how PhDs can apply their training to it; advice for departments on handling each stage of the hiring process effectively; essays examining the past, present, and future of the academic and professional labor markets; MLA statements on recruitment, hiring, and employment practices; dos and don'ts for interviewers and interviewees; statistics on the employment of PhDs in languages and literatures; and sources of further information.""--Jacket."
402,The Free,"Teenaged Isacc, who steals to give his younger sister the basic necessities that his alcoholic mother cannot provide, is sentenced to a juvenile detention center and during therapy sessions with fellow criminals, a repressed memory surfaces that changes everything."
402,Pour rallumer les étoiles,None
402,Naming-day in Eden;: The creation and recreation of language,None
402,Monkey Fun,"Jill Eggleton has carefully sequenced the titles in each level of Key Links. Used in this sequence, each title reinforces the letter-sound relationships, vocabulary, comprehension and processing skills from previous titles. The sequence scaffolds readers so that they are challenged and experience success. Monkey Fun is a fiction title. The prompts in the Focus Panels for Magenta titles cover a range of Key Targets that are listed in the Teachers' Tool Box (item 7883521). 1 copy."
402,The Amanda Project: Book 4: Unraveled,"Investigating clues to Amanda's disappearance, Hal, Callie and Nia, accompanied by newcomer Zoe, track down Amanda's sister while dodging a powerful and mysterious group whose interest in Amanda is linked to a dark purpose."
402,Ils dansent dans la tempête,"Marie-Lune est une jeune adulte qui sort meurtrie de son adolescence (la mort de sa me?re, la naissance et l'abandon de moustique, le suicide d'Antoine, le de?part de Jean). Elle retourne au lac, aux grands sapins ou?, de?sempare?e, elle fait naufrage chez les moniales. Elle est alors confronte?e a? Dieu, a? la vie spirituelle. L'amitie? de soeur Elisabeth, le retour de Jean et surtout sa propre de?marche lui permettent de retrouver la se?re?nite?. [SDM]"
402,Outcasts (Urban Underground #21),What was Marko thinking training for the track meet alone in the early hours of the morning? The suspicions and accusations began to fly around Tubman High when he was attacked with a baseball bat and left for dead. Kevin Walker made no secret about his hate. And Trevor Jenkins was spotted at the scene...
402,Atlas des langues du monde : Une pluralité fragile,None
402,Ambitious (A Premiere High Novel),"Romance. Young Adult Fiction. ""This wonderful book has believable characters and a compelling story that's sure to keep readers engrossed. Each character is expertly defined, and the author spares no details about their psyches and the story's settings."". HTML: There's only one thing tougher than getting in to Premiere High: Staying in... At Premiere School of the Performing Arts, nicknamed Premiere High, talent is a must and competition is fierce. But the payoff is worth it. Some of the biggest stars in music, movies and dance are on the alumni list. New student Marisol Garcia dreams of taking her place among them one day. And being chosen to take part in a local dance contest where a film role is the prize could possibly be her first step into the spotlight. Almost as big a challenge: getting Drew Bishop to see her as more than a friend. But Drew is preoccupied with his own dilemma of either playing basketball, which could be a free ticket to college, or pursuing the stage where he really comes alive. But every dream comes with a price. And as Marisol becomes consumed with winning, the once straight--A student risks losing everything. Starting with her parents' approval, her friends and her place at Premiere High..."
402,Caught Up,"Straitlaced and a self-proclaimed good girl, 16-year-old Kennedy does what's expected of her and it couldn't make her parents happier. Still, Kennedy is bored. But now that school's out, the rules are all about to change - especially when Kennedy starts hanging out with Sasha, a party girl from the other side of the tracks. Soon Kennedy has even snagged herself a 19-year-old boyfriend! Malik is a bad boy, and he's about to take Kennedy on a whirlwind ride full of drama and lies that could throw her perfect life upside down."
402,Mayhem (Kimani Tru),"Juvenile Fiction. Mystery. Young Adult Fiction. HTML: A lot can change in a few months. Jake Palmer is living proof of that. In a short time, the once--shy loner has discovered his incredible supernatural abilities and forged a tight bond with his fellow Mystyx. What's more--he's fallen for his best friend, Krystal. And fallen hard. Still, some things remain the same--like the jocks who keep bullying him. Even though they have no idea how powerful Jake has become. And while he tries to follow Krystal's advice, he may not be able to keep his cool much longer. But there are bigger problems ahead, because the darkness that's been hovering nearby is about to descend on the town of Lincoln, Connecticut. And when it does, the Mystyx will learn who to trust, who to fear and just how much is at stake..."
402,Ladybird Horror Classics: The Strange Case of Dr. Jekyll and Mr. Hyde,None
402,See No Evil (Urban Underground #22),"Loud talk preceded shouting, and then shots rang out. One boy was lying on the sidewalk. Police were not saying so, but he appeared to be dead. At school on Monday, everybody at Tubman was talking about the Grant Street shooting. As far as anybody could tell, the victim was an innocent bystander."
402,Go Mouse,"Jill Eggleton has carefully sequenced the titles in each level of Key Links. Used in this sequence, each title reinforces the letter-sound relationships, vocabulary, comprehension and processing skills from previous titles. The sequence scaffolds readers so that they are challenged and experience success. Go Mouse is a fiction title. The prompts in the Focus Panels for Magenta titles cover a range of Key Targets that are listed in the Teachers' Tool Box (item 7883521). 1 copy."
402,A Date with Language,"In this ingenious and diverse collection of 366 stories, events and facts about language, David Crystal presents a selection of insights from literary and linguistic writers, poets and global institutions, together with the weird and wonderful creations of language enthusiasts to enliven each day of the year. The day-by-day treatment illustrates the extraordinary breadth of the subject, from 'Morse Code Day' to 'Talk Like William Shatner Day', from forensic phonetics used to catch serial killers to heroines of speed reading, and covers writers from many different eras and cultures, including William Shakespeare, Oscar Wilde, Emily Dickinson, Toni Morrison, R. K. Narayan, Wole Soyinka and many more."
402,Life After... Languages and Literature,"Thousands of students graduate from university each year. The lucky few have the rest of their lives mapped out in perfect detail - but for most things are not nearly so simple. Armed with your hard-earned degree the possibilities and career paths lying before you are limitless, and the number of choices you suddenly have to make can seem bewildering. Life After a Languages and Literature Degree has been written specifically to help students currently studying, or who have recently graduated, make informed choices about their future. It will be source of invaluable advice and wisdom to graduates on where their degree can take them, covering such topics as: Identifying a career path that interests you ¿ from journalism to interpretation Seeking out an opportunity that matches your skills and aspirations Staying motivated and pursuing your goals Networking and self-promotion Making the transition from scholar to worker The Life After University series of books are more than simple ¿career guides¿. They are unique in taking a holistic approach to career advice ¿ recognising the increasing view that, although a successful working life is vitally important, other factors can be just as essential to happiness and fulfilment. They are the indispensable handbooks for students considering their future direction."
402,UAE Off-road Explorer,None
402,My Christmas crackers,What do monkeys sing at Christmas time? Jungle Bells! What do elves learn at school? The elfabet! What is Santa's dog called? Santa Paws! An illustrated book of Christmas jokes for all young comedians!
402,Ethnologue Index,None
402,Substance abuse treatment in adult and juvenile correctional facilities : findings from the Uniform Facility Data Set 1997 survey of correctional facilities,None
402,David Boon&#039;s Big Book of Great Sporting Jokes,"Sport is supposed to be a serious business, yet few activities are more likely to provide a chuckle or three. With this bumper collection of cracks, true-stories and one-liners from many sports, Aussie cricket legend David Boon has provided fans with plenty of material to re-tell around the bar."
402,Computers and written texts,None
402,Big Bull,"As with Key Links Magenta and Red titles, Jill Eggleton has carefully sequenced the Yellow titles to maximise the scaffolding from one book to the next. Yellow titles continue to increase key vocabulary in every book. Big Bull is a fiction title. The prompts in the Focus Panels for Yellow titles cover a range of Key Targets that are listed in the Teachers' Tool Box (item 7883547). 1 copy."
402,Guadalquivir,None
402,"Burn On, Homo Sapiens!: Essays Uber Die Menschen (German Edition)","Erschöpfte Menschen, eine erschöpfte Gesellschaft und ein erschöpfter Planet fëhren zur Frage, ob wir noch zu retten sind oder das Ende unserer Wohlstandsgesellschaft absehbar ist.In bunten Essays und Erfahrungsberichten ëber die Menschen schildert und erklärt der Autor unser derzeitiges Verhalten. In modernen Gesellschaften mit Veränderungen der Leistungs- und Zeitmaßstäbe, der Internetkultur mit neuen Informations- und Kommunikationswegen und einem ëberbordenden Konsum- und Verschwendungsverhalten leiden Menschen an Verhaltensauffälligkeiten oder dem sogenannten Burn out. Das aber sei im besten Fall eine vorëbergehende Anpassungsstörung des Menschen, verursacht durch ein sich derzeit rasant wandelndes Biotop. Mit einem Blick auf unsere Entwicklungsgeschichte und die Ergebnisse aktueller Hirn- und Systemforschung kommt der Autor zur Überzeugung, dass wir mit einer anwendbaren Jetzt-Philosophie und dementsprechend artgerechten Erfahrungsräumen in unseren Gesellschaften zu innerem Wachstum gelangen, um so Gegenwart und Zukunft bestens zu meistern. Homo sapiens hat die ungeheure Kraft, Glëck, Zufriedenheit und eine gelingende Zukunft zu gestalten, da er ein Allrounder und der an besten angepasste ""Affe"" der Welt ist. Um uns den großen Herausforderungen der Gegenwart und Zukunft zu stellen und uns anzupassen, bedarf es nicht nur forcierter Wissensbildung, sondern umfassender Förderung von Basiskompetenzen und Charakter- und Persönlichkeitsbildung. Das ist nicht nur Aufgabe Nr. 1 in Gesellschafts-, Bildungs-, Gesundheits- und Sozialwesen, sondern auch die jedes Einzelnen. Wir alle - und jeder persönlich - können jetzt und sofort beginnen, notwendige Bewältigungskompetenzen wachzurufen und zu trainieren, um zu persönlicher innerer Meisterschaft und einem zufriedenen, erfëllten Leben zu gelangen. Zu all den derzeitigen medialen Untergangs- und Horrorszenarien bezëglich unserer Zukunft ergibt sich hier eine lösungsorientierte, optimistische Zukunftsperspektive, wenn wir unseren Klagen ëber eine erschöpfte Gesellschaft und Burn out-Phänomenen ein selbstwirksames, kräftiges und optimistisches ""Burn on"" entgegensetzen. Exhausted humans, an exhausted society and an exhausted planet lead us to the question whether we can be saved or whether the end of our affluent society is in sight. In colourful essays and human accounts, the author portrays and explains our current behaviour. In modern societies with changing performance and time criteria, the internet culture with new information and communication channels, and an excessive, wasteful consumer behaviour, people are suffering from behavioural problems, or so-called burnout. This, it is claimed, is at best a temporary adaptation disorder caused by a rapidly transforming biotope.Taking a look at our development history and the results of recent brain and systemic research, the author comes to the conviction that by applying a philosophy of the ""now"" and adequate, species-appropriate experiential space in our societies, we can achieve inner growth and thus cope with the present and the future in the best possible way. As homo sapiens, we have the colussal power to shape our happiness, contentment and a successful future, because we are all-rounders and the best-adjusted ""apes"" on the planet. In order to face and adjust to the immense challenges of the present and the future, we not only need to step up our learning, but also to comprehensively promote our basic competences and the development of our characters and personalities. This is not only the number one task of society, education, health and social work activities, but also of every individual. We all - every individual - can begin right now to awaken the competences we need and to cope and train them in order to become personal inner champions and live a contented, fulfilled life. This will result in solution-oriented, optimistic future prospects in the face of all the current prophecies of doom and gloom that prevail in the media, if we counter our laments on exhaustion and burnout phenomena with a self-effective, strong and optimistic ""burn on""."
402,Volcanoes,None
402,Sternstunden der Religion: Von Augustinus bis Zarathustra,None
402,Get the giggles!,What's worse than finding a worm in your apple? Finding half a worm in your apple. Another perfect book of jokes for all young comedians!
402,"Ver-kleiden: Was wir tun, wenn wir uns anziehen (Unruhe bewahren)",None
402,Language testing : theories and practices,"Aimed at researchers and students interested in language testing theory and practice, the chapters in this book vary in style and content and are both stimulating and robust. The book brings together a fascinating group of authors from the established to the new, presenting new ideas and challenging current orthodoxies."
402,1001 Aussie Crackups,"An hilarious book stuffed with 1001 Aussie jokes, donated by Aussie celebrities with a funny bone, and loads of Aussie kids."
402,Sailor Sid Is Sick,Martin se sent malade a? cause des mouvements du bateau. Est-il un vrai marin?
402,Cat and Fish,A learn-to-read book about a cat who wants to play with a fish.
402,[Key links literacy. Yellow ],"Le lie?vre est brun durant l'e?te?, et blanc durant l'hiver."
402,"À l'aube de la révolution russe: Journal de Liouba, 1916-1917",None
402,"Caterpillar, Caterpillar","As with Key Links Magenta titles, Jill Eggleton has carefully sequenced the Red titles to maximise the scaffolding from one book to the next. Red titles have more varied text than Magenta titles and new key vocabulary in each book. Caterpillar, Caterpillar is a fiction title. The prompts in the Focus Panels for Red titles cover a range of Key Targets that are listed in the Teachers' Tool Box (item 7883539). 1 copy."
402,Big Dinosaur,"As with Key Links Magenta and Red titles, Jill Eggleton has carefully sequenced the Yellow titles to maximise the scaffolding from one book to the next. Yellow titles continue to increase key vocabulary in every book. Big Dinosaur is a fiction title. The prompts in the Focus Panels for Yellow titles cover a range of Key Targets that are listed in the Teachers' Tool Box (item 7883547). 1 copy."
402,Türkiye Yasadigimiz Cennet,None
402,Les clefs de Babel,None
402,Le secret d&#039;Anca 1,"Anca raconte a? son amie Ste?phanie le drame qu'elle a ve?cu en Roumanie, dans les dernie?res anne?es du re?gime Ceausescu: la mort de sa compagne, la prison, l'amour d'Alex, leur fuite, etc. La mort, l'amour, la vie. [SDM]"
402,SMÍCH STARÉ FRANCIE,None
402,Tu vivras pour moi 18,None
402,Whole Language Language,None
402,Fire Fight,"After her ikusin (grandmother) dies, Kai Hunter, a part Navajo, part Stoney Nakoda sixteen-year-old, runs away to Banff, Alberta, to avoid being placed in a foster home. Kai lies her way into a new identity, a job and a safe place to live. She makes new friends and volunteers with a rapid-attack crew for the forestry service. She even meets a great guy named Rory, who's into motorcycles, just like her -- and who seems to be into her too. But Kai is scared of being found out, and she isn't sure that she can trust all of her new friends ... or that she likes the person she's pretending to be. Meanwhile, she's got to pay rent, figure out whether Rory is boyfriend material and assist the rap-attack crew as it faces a string of suspicious forest fires."
402,The Aliens Go Shopping,"As with Key Links Magenta and Red titles, Jill Eggleton has carefully sequenced the Yellow titles to maximise the scaffolding from one book to the next. Yellow titles continue to increase key vocabulary in every book. The Aliens Go Shopping is a fiction title. The prompts in the Focus Panels for Yellow titles cover a range of Key Targets that are listed in the Teachers' Tool Box (item 7883547). 1 copy."
402,My first book of jokes,"Why did the kookaburra sit on the clock? So it would be on time! A new first book of jokes for all Aussie youngsters! This side-splitting collection is perfect for children just discovering the world of jokes and the fun that comes with making people laugh! Features large-format, full colour illustrations with a distinct Aussie feel."
402,Bali,None
402,"Unforgettable Places. Die 40 schönsten Reiseziele, die Sie gesehen haben müssen",None
402,Going Up,Qu'est-ce qu'on peut voir quand on grimpe une montagne?
402,God at my elbow;: The meaning of conversion,None
402,Le Voyage,None
402,So funktioniert das Bahnbetriebswerk,None
402,"Au temps des martyrs chrétiens: Journal d'Alba, 175-178 après J-C. (Mon Histoire) (French Edition)","Faisant partie d'une famille de patriciens install©♭s © Lugdunum (Lyon), sous domination romaine, Alba entend parler d'une secte de chr©♭tiens r©♭cemment apparue dans la r©♭gion. Lorsqu'elle apprend que sa meilleure amie et son pr©♭cepteur en font partie, elle s'int©♭resse peu © peu © cette religion et, touch©♭e par son message de paix et de fraternit©♭, d©♭cide de se convertir."
402,La Croix d&#039;Adem,None
402,Une enquête pour Yann Gray : Vieilles neiges,None
402,Violencias Na Escola: Da Banalidade Do Mal a Banalizacao Da Pedagogia,None
402,Opportunities in Foreign Language,"An introduction to the field of foreign languages with information about educational preparation, finding a job, and careers in foreign trade, vocations, and government positions."
402,"Joke-performance in Africa : mode, media and meaning","""Jokes have always been part of African culture, but never have they been so blended with the strains and gains of the contemporary African world as today. Joke-Performance in Africa describes and analyses the diverse aesthetics, forms, and media of jokes and their performance and shows how African jokes embody the anxieties of the time and space in which they are enacted. The book considers the pervasive phenomenon of jokes and its performance across Africa in such forms as local jests, street jokes, cartoons, mchongoano, ehwe-eje, stand-up comedy, internet sex jokes, and 'comicast' transmitted via modern technology media such as the TV, CDs, DVDs, the internet platforms of YouTube, Facebook, and other social arenas, as well as live performances. Countries represented are Egypt, Kenya, Malawi, Morocco, Nigeria, and Zambia, covering the North, West, East and Southern Africa. The book explores the description of the joke form from various perspectives, ranging from critical discourse analysis, interviews, humour theories, psychoanalysis, the postcolony and technauriture, to the interactive dramaturgy of joke-performances, irrespective of media and modes of performance. Containing insightful contributions from leading African scholars, the book acquaints readers with detailed descriptions of the diverse aesthetics of contemporary African jokes, thereby contributing to the current understanding of joke-performance in Africa. It will appeal to students and scholars of African studies, popular culture, theatre, performance studies and literary studies.""--Publisher's summary."
402,la botte de papa,"Un be?be? trouve la botte de son papa, mais Papa ne peut pas trouver sa botte!"
402,Iaru's Lullaby,None
402,Pas de roi dans la cuisine!,"6 Pack; The king thinks he can prepare dinner until a mistake and the cook sets him straight. Guided Reading Level E, DRA Level 6-8, Red"
402,Opportunities in foreign language careers (VGM career series),"An introduction to the field of foreign languages with information about educational preparation, finding a job, and careers in foreign trade, vocations, and government positions."
402,Mit dem Wohnmobil nach Nord-Norwegen,None
402,Manual of Foreign Languages,None
402,Thinking Caps,"Glenn Capelli challenges us to ponder some of life's significant issues in a book filled with quirky anecdotes, lessons, humour, wit, wisdom and uncommon sense on every page. When you need your creative juices kick-started open Thinking Caps at any page and your mindset will never be the same again. A great book that challenges you to think, encourages you to feel and reassures you with its truthful knowing. Forty insightful stories from a gifted explorer as he bumps into life. A professional speaker, author, songwriter, radio and television presenter and creator of the Dynamic Thinking course for Leadership, Glenn Capelli has delivered a message of creativity, innovation and thinking smarter to audiences around the world."
402,Word of the Day,None
402,"Le temps des cerises: Journal de Mathilde, 1870-1871",None
402,Cache-cache,"6 Pack; Monkey and Tiger play games until Tiger runs into a thorny bush. Guided Reading Level D, DRA Level 4, Red"
402,Hoshin Kanri Unternehmensweite Strategieumsetzung mit Lean-Management-Tools,None
402,Natural Language Processing: A Knowledge Engineering Approach (Rowman & Allanheld Computer Science),None
402,Virtuellement Votre,None
402,Norwegen: Reisewege zum Nordkap - Mobil Reisen,None
402,150 Joer Eisebunn zu L&euml;tzebuerg - 1859-2009 depuis 150 ans - l&#039;avenir appartient au train,None
402,la cagoule,None
402,The Elephant's child,Rudyard Kipling's most famous Just-So story of how the elephant got its trunk.
402,The OMF Literature Writer's Guide: revised and expanded,None
402,Reisen: Traumziele f&uuml;r das ganze Jahr,None
402,Danser Dans la Poussiere,None
402,"Experience Victoria 2000-2001 edition, Your essential touring guide",None
402,The King's Ride,Le roi va au parc d'attractions.
402,Funktionen fÃ¼r HÃ¶hlenmenschen und andere AnfÃ¤nger. Koordinatensysteme zur Darstellung von AbhÃ¤ngigkeiten in der Mathematik,"Funktionen und Koordinatensysteme spielen in der Mathematik eine wichtige Rolle - und im täglichen Leben auch. Meist merken wir es gar nicht oder sind uns über die mathematischen Hintergründe von Grafiken gar nicht klar, die wir in den Medien sehen. Deswegen werden in diesem Essential die Grundlagen dieser bedeutenden Werkzeuge des Denkens dargestellt und ihre Verwendung illustriert. Da dazu auch ihr Missbrauch gehört, wird auch das Thema ,,Lügen mit Grafiken"" behandelt: falsche Maßstäbe, Unterdrückung des Nullpunkts, unsinnige Extrapolationen und schließlich Fehler in den Zahlen selbst."
402,Juillet 42 : Sous une mauvaise &eacute;toile,None
402,Pourquoi ça fait mal ?,None
402,"Language, literacy, and technology","From the origins of writing to today's computer-mediated communication, material technologies shape how we read and write, how we construe and share knowledge, and ultimately how we understand ourselves in relation to the world. However, communication technologies are themselves designed in particular social and cultural contexts and their use is adapted in creative ways by individuals. In this book, Richard Kern explores how technology matters to language and the ways in which we use it. Kern reveals how material, social and individual resources interact in the design of textual meaning, and how that interaction plays out across contexts of communication, different situations of technological mediation, and different moments in time. Showing how people have adapted visual forms to various media as well as to social needs, this study culminates in five fundamental principles to guide language and literacy education in a period of rapid technological and social change."
402,Hilkes Languages and Lullabies,None
402,100 traumhafte Reiseziele für Eisenbahn-Globetrotter,None
402,Unterwegs zuhause: Mit dem Wohnmobil durch Europa,None
402,The Wonders of the Winds,None
402,Hippo's Eggs,L'hippo veut un be?be?.
402,Ich bin dann mal nackt: Eine Reise zu den unverhüllten Kulturen unserer Welt,None
402,Careers For Forgn Language Exp,None
402,Seeing is Not Believing,None
402,Crazy Cat Helps Out,"Mignonne se cache dans un sac, mais un chien prend le sac!"
402,Basiswissen für dolmetscher - Deutschland und Frankreich.,None
402,Try It,None
402,Kahu's Fish,None
402,"101 Dinge, die ein Weltenbummler wissen muss",None
402,"Darhan, tome 9 : La Quête",None
402,Whole Language Activity Guide (Multicultural Sing-along Big Book Program),"Schools using assemblies, careers days, options evenings and class time to demonstrate the benefits of continuing with languages, report that these events are successful in increasing take-up of languages in KS4 and beyond, and in motivating students in their language learning. This title helps you use the full range of Languages Work resources."
402,Perfekte Tage Schweiz: Schweizer St&auml;dte auf Insider-Wegen entdecken,None
402,Olympic Champions,None
402,Deutschland zur See. 150 Jahre Marinegeschichte.,None
402,Europa mit dem Zug: Reiseführer Zug und Bahn,None
402,Who's who der Religionsstifter,None
402,Dancing Around the World,None
402,Moon Moon,None
402,"Anziehen/Dressed Up! [Bilingual Edition]: Transkulturelle Moden/Transcultural Fasion: Querformat. Zeitschrift f&uuml;r Zeitgen&ouml;ssisches, Kunst, Popul&auml;rkultur, Heft 6","Was soll ich anziehen? Diese Frage stellt sich jeden Morgen von Neuem. Die Möglichkeiten sind heute vielfältig. Durch die Globalisierung werden Moden aus unterschiedlichen Kontexten zusammengeführt und bestehen nebeneinander. Transkulturelle Moden sind das Thema des sechsten Heftes von Querformat und sie widersprechen dem gängigen Klischee: Globalisierung der Mode ist keineswegs vereinheitlichend und gegenwärtige Modeströmungen verlaufen nicht erdumspannend in die gleichen Richtungen. Die angeblich weltweiten Trends unterliegen zahlreichen Brechungen. In Europa setzt die global agierende Modebranche auf das Spektakel rund um die Haute Couture. »Anziehen« hingegen denkt Körper, Kleidung und Raum zusammen, so dass politische, wirtschaftliche und technische Dimensionen von Kolonisierungs- und Globalisierungsprozessen in den Blick rücken. Die Themen dieses Heftes reichen von Streetwear in Afrika über (Selbst-)Ethnisierungen von Designern, Mode als Reise und Sehnsuchtsort bis hin zu Hightech-Fashion."
402,Tempête sur la Caniapiscau. Collection: Ethnos; 3,None
